Cod_Provincia,Fecha,OCUPADAS_COVID19
1,2020-08-19,71
1,2020-08-20,68
1,2020-08-21,69
1,2020-08-22,69
1,2020-08-23,77
1,2020-08-24,76
1,2020-08-25,72
1,2020-08-26,69
1,2020-08-27,73
1,2020-08-28,74
1,2020-08-29,75
1,2020-08-30,76
1,2020-08-31,86
1,2020-09-01,89
1,2020-09-02,92
1,2020-09-03,101
1,2020-09-04,101
1,2020-09-05,101
1,2020-09-06,94
1,2020-09-07,85
1,2020-09-08,78
1,2020-09-09,82
1,2020-09-10,82
1,2020-09-11,68
1,2020-09-12,68
1,2020-09-13,78
1,2020-09-14,79
1,2020-09-15,81
1,2020-09-16,80
1,2020-09-17,73
1,2020-09-18,73
1,2020-09-19,73
1,2020-09-20,79
1,2020-09-21,77
1,2020-09-22,80
1,2020-09-23,80
1,2020-09-24,81
1,2020-09-25,77
1,2020-09-26,77
1,2020-09-27,88
1,2020-09-28,84
1,2020-09-29,81
1,2020-09-30,84
1,2020-10-01,88
1,2020-10-02,86
1,2020-10-03,86
1,2020-10-04,95
1,2020-10-05,100
1,2020-10-06,96
1,2020-10-07,89
1,2020-10-08,87
1,2020-10-09,81
1,2020-10-10,81
1,2020-10-11,81
1,2020-10-12,85
1,2020-10-13,83
1,2020-10-14,81
1,2020-10-15,78
1,2020-10-16,72
1,2020-10-17,72
1,2020-10-18,82
1,2020-10-19,79
1,2020-10-20,85
1,2020-10-21,85
1,2020-10-22,81
1,2020-10-23,81
1,2020-10-24,81
1,2020-10-25,81
1,2020-10-26,90
1,2020-10-27,90
1,2020-10-28,89
1,2020-10-29,87
1,2020-10-30,83
1,2020-10-31,88
1,2020-11-01,95
1,2020-11-02,95
1,2020-11-03,95
1,2020-11-04,96
1,2020-11-05,91
1,2020-11-06,90
1,2020-11-07,90
1,2020-11-08,105
1,2020-11-09,108
1,2020-11-10,108
1,2020-11-11,101
1,2020-11-12,104
1,2020-11-13,99
1,2020-11-14,99
1,2020-11-15,115
1,2020-11-16,113
1,2020-11-17,107
1,2020-11-18,109
1,2020-11-19,110
1,2020-11-20,102
1,2020-11-21,102
1,2020-11-22,105
1,2020-11-23,105
1,2020-11-24,106
1,2020-11-25,107
1,2020-11-26,105
1,2020-11-27,92
1,2020-11-28,92
1,2020-11-29,97
1,2020-11-30,91
1,2020-12-01,85
1,2020-12-02,90
1,2020-12-03,84
1,2020-12-04,87
1,2020-12-05,87
1,2020-12-06,101
1,2020-12-07,98
1,2020-12-08,99
1,2020-12-09,94
1,2020-12-10,102
1,2020-12-11,105
1,2020-12-12,104
1,2020-12-13,107
1,2020-12-14,107
1,2020-12-15,105
1,2020-12-16,110
1,2020-12-17,105
1,2020-12-18,109
1,2020-12-19,109
1,2020-12-20,111
1,2020-12-21,111
1,2020-12-22,109
1,2020-12-23,95
1,2020-12-24,95
1,2020-12-25,95
1,2020-12-26,95
1,2020-12-27,99
1,2020-12-28,86
1,2020-12-29,90
1,2020-12-30,84
1,2020-12-31,76
1,2021-01-01,82
1,2021-01-02,82
1,2021-01-03,87
1,2021-01-04,85
1,2021-01-05,85
1,2021-01-06,82
1,2021-01-07,76
1,2021-01-08,62
1,2021-01-09,62
1,2021-01-10,67
1,2021-01-11,70
1,2021-01-12,66
1,2021-01-13,65
1,2021-01-14,66
1,2021-01-15,69
1,2021-01-16,69
1,2021-01-17,75
1,2021-01-18,91
1,2021-01-19,80
1,2021-01-20,85
1,2021-01-21,85
1,2021-01-22,97
1,2021-01-23,101
1,2021-01-24,106
1,2021-01-25,115
1,2021-01-26,115
1,2021-01-27,112
1,2021-01-28,113
1,2021-01-29,111
1,2021-01-30,111
1,2021-01-31,123
1,2021-02-01,116
1,2021-02-02,125
1,2021-02-03,124
1,2021-02-04,128
1,2021-02-05,125
1,2021-02-06,125
1,2021-02-07,125
1,2021-02-08,132
1,2021-02-09,135
1,2021-02-10,123
1,2021-02-11,117
1,2021-02-12,115
1,2021-02-13,115
1,2021-02-14,125
1,2021-02-15,121
1,2021-02-16,110
1,2021-02-17,101
1,2021-02-18,100
1,2021-02-19,90
1,2021-02-20,90
1,2021-02-21,91
1,2021-02-22,81
1,2021-02-23,78
1,2021-02-24,83
1,2021-02-25,85
1,2021-02-26,80
1,2021-02-27,80
1,2021-02-28,84
1,2021-03-01,82
1,2021-03-02,78
1,2021-03-03,78
1,2021-03-04,78
1,2021-03-05,75
1,2021-03-06,75
1,2021-03-07,81
1,2021-03-08,78
1,2021-03-09,75
1,2021-03-10,68
1,2021-03-11,68
1,2021-03-12,69
1,2021-03-13,69
1,2021-03-14,73
1,2021-03-15,73
1,2021-03-16,75
1,2021-03-17,66
1,2021-03-18,66
1,2021-03-19,67
1,2021-03-20,67
1,2021-03-21,74
1,2021-03-22,71
1,2021-03-23,67
1,2021-03-24,66
1,2021-03-25,63
1,2021-03-26,58
1,2021-03-27,65
1,2021-03-28,67
1,2021-03-29,63
1,2021-03-30,59
1,2021-03-31,59
1,2021-04-01,59
1,2021-04-02,62
1,2021-04-03,62
1,2021-04-04,62
1,2021-04-05,83
1,2021-04-06,82
1,2021-04-07,75
1,2021-04-08,75
1,2021-04-09,76
1,2021-04-10,76
1,2021-04-11,85
1,2021-04-12,83
1,2021-04-13,91
1,2021-04-14,89
1,2021-04-15,93
1,2021-04-16,95
1,2021-04-17,95
1,2021-04-18,105
1,2021-04-19,108
1,2021-04-20,109
1,2021-04-21,104
1,2021-04-22,106
1,2021-04-23,97
1,2021-04-24,97
1,2021-04-25,106
1,2021-04-26,100
1,2021-04-27,96
1,2021-04-28,102
1,2021-04-29,106
1,2021-04-30,106
1,2021-05-01,106
1,2021-05-02,104
1,2021-05-03,107
1,2021-05-04,105
1,2021-05-05,96
1,2021-05-06,94
1,2021-05-07,96
1,2021-05-08,96
1,2021-05-09,107
2,2020-08-19,27
2,2020-08-20,27
2,2020-08-21,30
2,2020-08-22,30
2,2020-08-23,39
2,2020-08-24,39
2,2020-08-25,46
2,2020-08-26,46
2,2020-08-27,45
2,2020-08-28,49
2,2020-08-29,50
2,2020-08-30,51
2,2020-08-31,62
2,2020-09-01,58
2,2020-09-02,61
2,2020-09-03,66
2,2020-09-04,57
2,2020-09-05,59
2,2020-09-06,60
2,2020-09-07,62
2,2020-09-08,72
2,2020-09-09,68
2,2020-09-10,73
2,2020-09-11,67
2,2020-09-12,67
2,2020-09-13,71
2,2020-09-14,72
2,2020-09-15,74
2,2020-09-16,79
2,2020-09-17,67
2,2020-09-18,61
2,2020-09-19,61
2,2020-09-20,70
2,2020-09-21,73
2,2020-09-22,69
2,2020-09-23,66
2,2020-09-24,66
2,2020-09-25,19
2,2020-09-26,20
2,2020-09-27,68
2,2020-09-28,62
2,2020-09-29,61
2,2020-09-30,60
2,2020-10-01,58
2,2020-10-02,52
2,2020-10-03,52
2,2020-10-04,67
2,2020-10-05,62
2,2020-10-06,62
2,2020-10-07,53
2,2020-10-08,55
2,2020-10-09,54
2,2020-10-10,54
2,2020-10-11,54
2,2020-10-12,67
2,2020-10-13,73
2,2020-10-14,76
2,2020-10-15,70
2,2020-10-16,65
2,2020-10-17,65
2,2020-10-18,77
2,2020-10-19,86
2,2020-10-20,80
2,2020-10-21,83
2,2020-10-22,84
2,2020-10-23,77
2,2020-10-24,79
2,2020-10-25,93
2,2020-10-26,96
2,2020-10-27,108
2,2020-10-28,111
2,2020-10-29,123
2,2020-10-30,132
2,2020-10-31,138
2,2020-11-01,139
2,2020-11-02,131
2,2020-11-03,140
2,2020-11-04,145
2,2020-11-05,149
2,2020-11-06,148
2,2020-11-07,151
2,2020-11-08,157
2,2020-11-09,159
2,2020-11-10,165
2,2020-11-11,164
2,2020-11-12,159
2,2020-11-13,151
2,2020-11-14,154
2,2020-11-15,166
2,2020-11-16,174
2,2020-11-17,163
2,2020-11-18,150
2,2020-11-19,148
2,2020-11-20,131
2,2020-11-21,129
2,2020-11-22,124
2,2020-11-23,122
2,2020-11-24,125
2,2020-11-25,113
2,2020-11-26,108
2,2020-11-27,99
2,2020-11-28,102
2,2020-11-29,110
2,2020-11-30,104
2,2020-12-01,105
2,2020-12-02,106
2,2020-12-03,104
2,2020-12-04,100
2,2020-12-05,106
2,2020-12-06,115
2,2020-12-07,109
2,2020-12-08,109
2,2020-12-09,105
2,2020-12-10,96
2,2020-12-11,95
2,2020-12-12,110
2,2020-12-13,112
2,2020-12-14,101
2,2020-12-15,105
2,2020-12-16,102
2,2020-12-17,94
2,2020-12-18,84
2,2020-12-19,88
2,2020-12-20,92
2,2020-12-21,100
2,2020-12-22,93
2,2020-12-23,74
2,2020-12-24,79
2,2020-12-25,83
2,2020-12-26,84
2,2020-12-27,88
2,2020-12-28,107
2,2020-12-29,107
2,2020-12-30,108
2,2020-12-31,109
2,2021-01-01,123
2,2021-01-02,130
2,2021-01-03,140
2,2021-01-04,147
2,2021-01-05,136
2,2021-01-06,144
2,2021-01-07,138
2,2021-01-08,132
2,2021-01-09,139
2,2021-01-10,168
2,2021-01-11,175
2,2021-01-12,180
2,2021-01-13,189
2,2021-01-14,205
2,2021-01-15,202
2,2021-01-16,220
2,2021-01-17,237
2,2021-01-18,254
2,2021-01-19,261
2,2021-01-20,270
2,2021-01-21,288
2,2021-01-22,281
2,2021-01-23,189
2,2021-01-24,311
2,2021-01-25,319
2,2021-01-26,308
2,2021-01-27,305
2,2021-01-28,289
2,2021-01-29,276
2,2021-01-30,281
2,2021-01-31,296
2,2021-02-01,278
2,2021-02-02,276
2,2021-02-03,273
2,2021-02-04,255
2,2021-02-05,224
2,2021-02-06,226
2,2021-02-07,232
2,2021-02-08,217
2,2021-02-09,202
2,2021-02-10,180
2,2021-02-11,155
2,2021-02-12,131
2,2021-02-13,128
2,2021-02-14,127
2,2021-02-15,107
2,2021-02-16,94
2,2021-02-17,87
2,2021-02-18,83
2,2021-02-19,75
2,2021-02-20,75
2,2021-02-21,76
2,2021-02-22,78
2,2021-02-23,77
2,2021-02-24,67
2,2021-02-25,59
2,2021-02-26,58
2,2021-02-27,53
2,2021-02-28,53
2,2021-03-01,52
2,2021-03-02,49
2,2021-03-03,46
2,2021-03-04,43
2,2021-03-05,44
2,2021-03-06,44
2,2021-03-07,44
2,2021-03-08,44
2,2021-03-09,43
2,2021-03-10,37
2,2021-03-11,34
2,2021-03-12,30
2,2021-03-13,29
2,2021-03-14,30
2,2021-03-15,28
2,2021-03-16,24
2,2021-03-17,26
2,2021-03-18,31
2,2021-03-19,27
2,2021-03-20,28
2,2021-03-21,28
2,2021-03-22,24
2,2021-03-23,22
2,2021-03-24,20
2,2021-03-25,18
2,2021-03-26,17
2,2021-03-27,18
2,2021-03-28,18
2,2021-03-29,17
2,2021-03-30,20
2,2021-03-31,19
2,2021-04-01,19
2,2021-04-02,18
2,2021-04-03,22
2,2021-04-04,25
2,2021-04-05,24
2,2021-04-06,27
2,2021-04-07,29
2,2021-04-08,18
2,2021-04-09,22
2,2021-04-10,24
2,2021-04-11,25
2,2021-04-12,25
2,2021-04-13,24
2,2021-04-14,26
2,2021-04-15,25
2,2021-04-16,24
2,2021-04-17,25
2,2021-04-18,24
2,2021-04-19,23
2,2021-04-20,25
2,2021-04-21,27
2,2021-04-22,24
2,2021-04-23,23
2,2021-04-24,22
2,2021-04-25,21
2,2021-04-26,18
2,2021-04-27,19
2,2021-04-28,16
2,2021-04-29,15
2,2021-04-30,15
2,2021-05-01,18
2,2021-05-02,25
2,2021-05-03,26
2,2021-05-04,25
2,2021-05-05,20
2,2021-05-06,18
2,2021-05-07,16
2,2021-05-08,17
2,2021-05-09,20
3,2020-08-19,97
3,2020-08-20,86
3,2020-08-21,90
3,2020-08-22,91
3,2020-08-23,130
3,2020-08-24,124
3,2020-08-25,119
3,2020-08-26,121
3,2020-08-27,121
3,2020-08-28,121
3,2020-08-29,120
3,2020-08-30,141
3,2020-08-31,153
3,2020-09-01,158
3,2020-09-02,171
3,2020-09-03,168
3,2020-09-04,156
3,2020-09-05,157
3,2020-09-06,168
3,2020-09-07,168
3,2020-09-08,169
3,2020-09-09,167
3,2020-09-10,178
3,2020-09-11,165
3,2020-09-12,165
3,2020-09-13,174
3,2020-09-14,190
3,2020-09-15,179
3,2020-09-16,169
3,2020-09-17,176
3,2020-09-18,170
3,2020-09-19,170
3,2020-09-20,378
3,2020-09-21,204
3,2020-09-22,199
3,2020-09-23,198
3,2020-09-24,186
3,2020-09-25,179
3,2020-09-26,179
3,2020-09-27,202
3,2020-09-28,166
3,2020-09-29,170
3,2020-09-30,166
3,2020-10-01,156
3,2020-10-02,157
3,2020-10-03,157
3,2020-10-04,156
3,2020-10-05,136
3,2020-10-06,156
3,2020-10-07,128
3,2020-10-08,162
3,2020-10-09,175
3,2020-10-10,168
3,2020-10-11,154
3,2020-10-12,222
3,2020-10-13,212
3,2020-10-14,219
3,2020-10-15,236
3,2020-10-16,220
3,2020-10-17,221
3,2020-10-18,261
3,2020-10-19,270
3,2020-10-20,270
3,2020-10-21,276
3,2020-10-22,295
3,2020-10-23,305
3,2020-10-24,317
3,2020-10-25,366
3,2020-10-26,380
3,2020-10-27,394
3,2020-10-28,398
3,2020-10-29,426
3,2020-10-30,430
3,2020-10-31,429
3,2020-11-01,509
3,2020-11-02,496
3,2020-11-03,514
3,2020-11-04,509
3,2020-11-05,534
3,2020-11-06,525
3,2020-11-07,528
3,2020-11-08,614
3,2020-11-09,598
3,2020-11-10,588
3,2020-11-11,578
3,2020-11-12,584
3,2020-11-13,549
3,2020-11-14,548
3,2020-11-15,613
3,2020-11-16,632
3,2020-11-17,617
3,2020-11-18,627
3,2020-11-19,600
3,2020-11-20,552
3,2020-11-21,555
3,2020-11-22,579
3,2020-11-23,533
3,2020-11-24,497
3,2020-11-25,476
3,2020-11-26,462
3,2020-11-27,430
3,2020-11-28,431
3,2020-11-29,449
3,2020-11-30,451
3,2020-12-01,450
3,2020-12-02,433
3,2020-12-03,401
3,2020-12-04,374
3,2020-12-05,373
3,2020-12-06,371
3,2020-12-07,307
3,2020-12-08,379
3,2020-12-09,361
3,2020-12-10,339
3,2020-12-11,317
3,2020-12-12,319
3,2020-12-13,353
3,2020-12-14,370
3,2020-12-15,384
3,2020-12-16,377
3,2020-12-17,385
3,2020-12-18,398
3,2020-12-19,395
3,2020-12-20,425
3,2020-12-21,444
3,2020-12-22,446
3,2020-12-23,462
3,2020-12-24,466
3,2020-12-25,483
3,2020-12-26,486
3,2020-12-27,592
3,2020-12-28,619
3,2020-12-29,612
3,2020-12-30,627
3,2020-12-31,606
3,2021-01-01,697
3,2021-01-02,614
3,2021-01-03,787
3,2021-01-04,829
3,2021-01-05,835
3,2021-01-06,900
3,2021-01-07,971
3,2021-01-08,970
3,2021-01-09,980
3,2021-01-10,1201
3,2021-01-11,1243
3,2021-01-12,1332
3,2021-01-13,1392
3,2021-01-14,1443
3,2021-01-15,1541
3,2021-01-16,1557
3,2021-01-17,1872
3,2021-01-18,1947
3,2021-01-19,2009
3,2021-01-20,2058
3,2021-01-21,2086
3,2021-01-22,2084
3,2021-01-23,2105
3,2021-01-24,2213
3,2021-01-25,2284
3,2021-01-26,2192
3,2021-01-27,2187
3,2021-01-28,2148
3,2021-01-29,2115
3,2021-01-30,2106
3,2021-01-31,2193
3,2021-02-01,2088
3,2021-02-02,1890
3,2021-02-03,1811
3,2021-02-04,1786
3,2021-02-05,1657
3,2021-02-06,1654
3,2021-02-07,1639
3,2021-02-08,1511
3,2021-02-09,1430
3,2021-02-10,1294
3,2021-02-11,1175
3,2021-02-12,1099
3,2021-02-13,1096
3,2021-02-14,1019
3,2021-02-15,954
3,2021-02-16,839
3,2021-02-17,768
3,2021-02-18,715
3,2021-02-19,624
3,2021-02-20,625
3,2021-02-21,608
3,2021-02-22,552
3,2021-02-23,491
3,2021-02-24,464
3,2021-02-25,439
3,2021-02-26,416
3,2021-02-27,415
3,2021-02-28,407
3,2021-03-01,367
3,2021-03-02,337
3,2021-03-03,298
3,2021-03-04,278
3,2021-03-05,261
3,2021-03-06,260
3,2021-03-07,242
3,2021-03-08,213
3,2021-03-09,188
3,2021-03-10,185
3,2021-03-11,159
3,2021-03-12,161
3,2021-03-13,163
3,2021-03-14,155
3,2021-03-15,144
3,2021-03-16,130
3,2021-03-17,115
3,2021-03-18,118
3,2021-03-19,102
3,2021-03-20,102
3,2021-03-21,111
3,2021-03-22,119
3,2021-03-23,114
3,2021-03-24,108
3,2021-03-25,103
3,2021-03-26,99
3,2021-03-27,99
3,2021-03-28,103
3,2021-03-29,98
3,2021-03-30,95
3,2021-03-31,96
3,2021-04-01,94
3,2021-04-02,96
3,2021-04-03,95
3,2021-04-04,92
3,2021-04-05,94
3,2021-04-06,100
3,2021-04-07,95
3,2021-04-08,87
3,2021-04-09,81
3,2021-04-10,81
3,2021-04-11,77
3,2021-04-12,76
3,2021-04-13,78
3,2021-04-14,71
3,2021-04-15,72
3,2021-04-16,67
3,2021-04-17,68
3,2021-04-18,82
3,2021-04-19,75
3,2021-04-20,82
3,2021-04-21,86
3,2021-04-22,78
3,2021-04-23,71
3,2021-04-24,70
3,2021-04-25,80
3,2021-04-26,72
3,2021-04-27,75
3,2021-04-28,71
3,2021-04-29,63
3,2021-04-30,60
3,2021-05-01,59
3,2021-05-02,61
3,2021-05-03,56
3,2021-05-04,54
3,2021-05-05,53
3,2021-05-06,53
3,2021-05-07,49
3,2021-05-08,45
3,2021-05-09,57
4,2020-08-19,82
4,2020-08-20,75
4,2020-08-21,73
4,2020-08-22,73
4,2020-08-23,83
4,2020-08-24,88
4,2020-08-25,91
4,2020-08-26,95
4,2020-08-27,100
4,2020-08-28,96
4,2020-08-29,97
4,2020-08-30,116
4,2020-08-31,118
4,2020-09-01,113
4,2020-09-02,107
4,2020-09-03,102
4,2020-09-04,85
4,2020-09-05,85
4,2020-09-06,43
4,2020-09-07,89
4,2020-09-08,81
4,2020-09-09,68
4,2020-09-10,68
4,2020-09-11,69
4,2020-09-12,69
4,2020-09-13,80
4,2020-09-14,78
4,2020-09-15,71
4,2020-09-16,63
4,2020-09-17,54
4,2020-09-18,48
4,2020-09-19,48
4,2020-09-20,29
4,2020-09-21,45
4,2020-09-22,47
4,2020-09-23,48
4,2020-09-24,51
4,2020-09-25,43
4,2020-09-26,42
4,2020-09-27,50
4,2020-09-28,45
4,2020-09-29,48
4,2020-09-30,44
4,2020-10-01,43
4,2020-10-02,43
4,2020-10-03,43
4,2020-10-04,41
4,2020-10-05,40
4,2020-10-06,37
4,2020-10-07,38
4,2020-10-08,36
4,2020-10-09,40
4,2020-10-10,41
4,2020-10-11,41
4,2020-10-12,59
4,2020-10-13,59
4,2020-10-14,57
4,2020-10-15,54
4,2020-10-16,53
4,2020-10-17,53
4,2020-10-18,60
4,2020-10-19,64
4,2020-10-20,58
4,2020-10-21,55
4,2020-10-22,68
4,2020-10-23,73
4,2020-10-24,71
4,2020-10-25,68
4,2020-10-26,67
4,2020-10-27,66
4,2020-10-28,70
4,2020-10-29,82
4,2020-10-30,85
4,2020-10-31,86
4,2020-11-01,96
4,2020-11-02,96
4,2020-11-03,107
4,2020-11-04,112
4,2020-11-05,106
4,2020-11-06,113
4,2020-11-07,113
4,2020-11-08,131
4,2020-11-09,128
4,2020-11-10,130
4,2020-11-11,130
4,2020-11-12,122
4,2020-11-13,122
4,2020-11-14,124
4,2020-11-15,131
4,2020-11-16,134
4,2020-11-17,125
4,2020-11-18,125
4,2020-11-19,126
4,2020-11-20,124
4,2020-11-21,128
4,2020-11-22,135
4,2020-11-23,144
4,2020-11-24,141
4,2020-11-25,136
4,2020-11-26,131
4,2020-11-27,122
4,2020-11-28,124
4,2020-11-29,135
4,2020-11-30,137
4,2020-12-01,136
4,2020-12-02,127
4,2020-12-03,111
4,2020-12-04,92
4,2020-12-05,91
4,2020-12-06,102
4,2020-12-07,103
4,2020-12-08,118
4,2020-12-09,122
4,2020-12-10,112
4,2020-12-11,111
4,2020-12-12,112
4,2020-12-13,111
4,2020-12-14,107
4,2020-12-15,114
4,2020-12-16,105
4,2020-12-17,102
4,2020-12-18,99
4,2020-12-19,99
4,2020-12-20,102
4,2020-12-21,96
4,2020-12-22,94
4,2020-12-23,97
4,2020-12-24,96
4,2020-12-25,96
4,2020-12-26,31
4,2020-12-27,99
4,2020-12-28,91
4,2020-12-29,84
4,2020-12-30,72
4,2020-12-31,71
4,2021-01-01,83
4,2021-01-02,85
4,2021-01-03,94
4,2021-01-04,99
4,2021-01-05,97
4,2021-01-06,108
4,2021-01-07,120
4,2021-01-08,124
4,2021-01-09,123
4,2021-01-10,137
4,2021-01-11,151
4,2021-01-12,135
4,2021-01-13,165
4,2021-01-14,173
4,2021-01-15,185
4,2021-01-16,185
4,2021-01-17,215
4,2021-01-18,252
4,2021-01-19,266
4,2021-01-20,293
4,2021-01-21,311
4,2021-01-22,325
4,2021-01-23,326
4,2021-01-24,372
4,2021-01-25,390
4,2021-01-26,392
4,2021-01-27,403
4,2021-01-28,419
4,2021-01-29,416
4,2021-01-30,413
4,2021-01-31,451
4,2021-02-01,463
4,2021-02-02,465
4,2021-02-03,450
4,2021-02-04,432
4,2021-02-05,414
4,2021-02-06,414
4,2021-02-07,439
4,2021-02-08,413
4,2021-02-09,391
4,2021-02-10,371
4,2021-02-11,358
4,2021-02-12,350
4,2021-02-13,350
4,2021-02-14,331
4,2021-02-15,319
4,2021-02-16,286
4,2021-02-17,267
4,2021-02-18,244
4,2021-02-19,238
4,2021-02-20,236
4,2021-02-21,245
4,2021-02-22,241
4,2021-02-23,225
4,2021-02-24,216
4,2021-02-25,206
4,2021-02-26,189
4,2021-02-27,189
4,2021-02-28,197
4,2021-03-01,196
4,2021-03-02,178
4,2021-03-03,155
4,2021-03-04,163
4,2021-03-05,154
4,2021-03-06,154
4,2021-03-07,158
4,2021-03-08,149
4,2021-03-09,140
4,2021-03-10,134
4,2021-03-11,124
4,2021-03-12,116
4,2021-03-13,116
4,2021-03-14,142
4,2021-03-15,143
4,2021-03-16,146
4,2021-03-17,138
4,2021-03-18,131
4,2021-03-19,130
4,2021-03-20,130
4,2021-03-21,137
4,2021-03-22,138
4,2021-03-23,134
4,2021-03-24,130
4,2021-03-25,147
4,2021-03-26,134
4,2021-03-27,134
4,2021-03-28,141
4,2021-03-29,144
4,2021-03-30,127
4,2021-03-31,123
4,2021-04-01,124
4,2021-04-02,137
4,2021-04-03,137
4,2021-04-04,152
4,2021-04-05,151
4,2021-04-06,145
4,2021-04-07,143
4,2021-04-08,136
4,2021-04-09,141
4,2021-04-10,142
4,2021-04-11,160
4,2021-04-12,157
4,2021-04-13,152
4,2021-04-14,156
4,2021-04-15,144
4,2021-04-16,129
4,2021-04-17,135
4,2021-04-18,138
4,2021-04-19,128
4,2021-04-20,126
4,2021-04-21,115
4,2021-04-22,112
4,2021-04-23,114
4,2021-04-24,115
4,2021-04-25,133
4,2021-04-26,131
4,2021-04-27,120
4,2021-04-28,125
4,2021-04-29,120
4,2021-04-30,112
4,2021-05-01,111
4,2021-05-02,116
4,2021-05-03,112
4,2021-05-04,104
4,2021-05-05,97
4,2021-05-06,95
4,2021-05-07,91
4,2021-05-08,90
4,2021-05-09,92
5,2020-08-19,15
5,2020-08-20,15
5,2020-08-21,18
5,2020-08-22,18
5,2020-08-23,26
5,2020-08-24,30
5,2020-08-25,34
5,2020-08-26,31
5,2020-08-27,32
5,2020-08-28,37
5,2020-08-29,37
5,2020-08-30,39
5,2020-08-31,32
5,2020-09-01,28
5,2020-09-02,29
5,2020-09-03,28
5,2020-09-04,29
5,2020-09-05,29
5,2020-09-06,38
5,2020-09-07,39
5,2020-09-08,39
5,2020-09-09,36
5,2020-09-10,37
5,2020-09-11,37
5,2020-09-12,37
5,2020-09-13,32
5,2020-09-14,37
5,2020-09-15,31
5,2020-09-16,34
5,2020-09-17,33
5,2020-09-18,37
5,2020-09-19,37
5,2020-09-20,45
5,2020-09-21,46
5,2020-09-22,46
5,2020-09-23,45
5,2020-09-24,46
5,2020-09-25,49
5,2020-09-26,49
5,2020-09-27,56
5,2020-09-28,50
5,2020-09-29,48
5,2020-09-30,51
5,2020-10-01,50
5,2020-10-02,47
5,2020-10-03,47
5,2020-10-04,46
5,2020-10-05,44
5,2020-10-06,42
5,2020-10-07,45
5,2020-10-08,41
5,2020-10-09,41
5,2020-10-10,41
5,2020-10-11,43
5,2020-10-12,45
5,2020-10-13,41
5,2020-10-14,43
5,2020-10-15,48
5,2020-10-16,44
5,2020-10-17,44
5,2020-10-18,48
5,2020-10-19,45
5,2020-10-20,44
5,2020-10-21,54
5,2020-10-22,52
5,2020-10-23,49
5,2020-10-24,49
5,2020-10-25,51
5,2020-10-26,61
5,2020-10-27,58
5,2020-10-28,53
5,2020-10-29,61
5,2020-10-30,67
5,2020-10-31,67
5,2020-11-01,78
5,2020-11-02,78
5,2020-11-03,81
5,2020-11-04,75
5,2020-11-05,78
5,2020-11-06,92
5,2020-11-07,92
5,2020-11-08,95
5,2020-11-09,90
5,2020-11-10,83
5,2020-11-11,83
5,2020-11-12,91
5,2020-11-13,93
5,2020-11-14,93
5,2020-11-15,94
5,2020-11-16,88
5,2020-11-17,86
5,2020-11-18,83
5,2020-11-19,79
5,2020-11-20,70
5,2020-11-21,70
5,2020-11-22,72
5,2020-11-23,68
5,2020-11-24,65
5,2020-11-25,55
5,2020-11-26,56
5,2020-11-27,60
5,2020-11-28,60
5,2020-11-29,58
5,2020-11-30,53
5,2020-12-01,57
5,2020-12-02,56
5,2020-12-03,51
5,2020-12-04,42
5,2020-12-05,42
5,2020-12-06,42
5,2020-12-07,40
5,2020-12-08,40
5,2020-12-09,42
5,2020-12-10,41
5,2020-12-11,37
5,2020-12-12,37
5,2020-12-13,37
5,2020-12-14,34
5,2020-12-15,33
5,2020-12-16,30
5,2020-12-17,32
5,2020-12-18,27
5,2020-12-19,27
5,2020-12-20,27
5,2020-12-21,28
5,2020-12-22,27
5,2020-12-23,23
5,2020-12-24,23
5,2020-12-25,21
5,2020-12-26,21
5,2020-12-27,19
5,2020-12-28,17
5,2020-12-29,17
5,2020-12-30,19
5,2020-12-31,19
5,2021-01-01,18
5,2021-01-02,18
5,2021-01-03,23
5,2021-01-04,22
5,2021-01-05,25
5,2021-01-06,27
5,2021-01-07,27
5,2021-01-08,32
5,2021-01-09,32
5,2021-01-10,39
5,2021-01-11,41
5,2021-01-12,49
5,2021-01-13,51
5,2021-01-14,59
5,2021-01-15,71
5,2021-01-16,71
5,2021-01-17,85
5,2021-01-18,105
5,2021-01-19,117
5,2021-01-20,124
5,2021-01-21,128
5,2021-01-22,138
5,2021-01-23,138
5,2021-01-24,144
5,2021-01-25,156
5,2021-01-26,161
5,2021-01-27,168
5,2021-01-28,166
5,2021-01-29,159
5,2021-01-30,159
5,2021-01-31,164
5,2021-02-01,162
5,2021-02-02,155
5,2021-02-03,154
5,2021-02-04,151
5,2021-02-05,140
5,2021-02-06,140
5,2021-02-07,150
5,2021-02-08,140
5,2021-02-09,138
5,2021-02-10,129
5,2021-02-11,123
5,2021-02-12,104
5,2021-02-13,104
5,2021-02-14,102
5,2021-02-15,87
5,2021-02-16,76
5,2021-02-17,75
5,2021-02-18,70
5,2021-02-19,64
5,2021-02-20,64
5,2021-02-21,62
5,2021-02-22,62
5,2021-02-23,58
5,2021-02-24,54
5,2021-02-25,44
5,2021-02-26,38
5,2021-02-27,38
5,2021-02-28,41
5,2021-03-01,35
5,2021-03-02,34
5,2021-03-03,34
5,2021-03-04,34
5,2021-03-05,34
5,2021-03-06,34
5,2021-03-07,34
5,2021-03-08,31
5,2021-03-09,33
5,2021-03-10,28
5,2021-03-11,26
5,2021-03-12,22
5,2021-03-13,22
5,2021-03-14,22
5,2021-03-15,22
5,2021-03-16,18
5,2021-03-17,16
